location,outbreak_number,start_weekday,duration,threshold,total_suspected_cases,attack_rate,total_deaths,cfr,temporal_scale,country,population,area,mean_R0,population_density,rural_urban,pop_cat,who_region,start_date,end_date,total_confirmed_cases,spatial_scale,location_period_id,time_to_peak..weeks.,latitude,longitude
afr::ner::zinder::magaria,1,Monday,6,0.019865884,63,0.081770686,1.0,1.587301587,weekly,NER,770447.3,3909.654052,2.25,197.0627809,Rural settings,"Population <1,000,000",AFR,8/18/2014,9/28/2014,,admin2,15543,3.0,13.2879,9.108704
afr::ner::zinder::mirriah,1,Monday,9,0.133119153,167,0.468252334,12.0,7.185628743,weekly,NER,356645.3,3692.246335,2.36,96.59304056,Rural settings,"Population <1,000,000",AFR,9/13/2010,11/14/2010,,admin2,15334,4.0,13.948486328000058,9.325317383000026
afr::nga::adamawa,1,Monday,11,0.686213306,607,0.135010068,,,weekly,NGA,4495961.0,34290.06823,1.57,131.1155455,Rural settings,"Population >1,000,000",AFR,6/17/2019,9/1/2019,,admin1,10463,4.0,7.507633,12.01237
afr::nga::adamawa::ganye,1,Monday,10,0.147984027,135,0.711803171,17.0,12.59259259,weekly,NGA,189659.2,1876.728407,2.27,101.058416,Rural settings,"Population <1,000,000",AFR,7/26/2010,10/3/2010,,admin2,7188,3.0,8.388154983520565,11.687640190124512
afr::nga::adamawa::gombi,1,Monday,5,0.017517582,9,0.042114816,0.0,0.0,weekly,NGA,213701.5,2163.614429,1.98,98.77060216,Rural settings,"Population <1,000,000",AFR,6/2/2014,7/6/2014,,admin2,12851,3.0,10.44862,12.61278
afr::nga::adamawa::guyuk,1,Monday,16,0.39794886,377,1.914134017,13.0,3.448275862,weekly,NGA,196955.9,696.9867986,2.18,282.5819663,Rural settings,"Population <1,000,000",AFR,6/14/2010,10/3/2010,,admin2,12229,14.0,10.02927,12.04849
afr::nga::adamawa::michika,1,Monday,5,0.188674745,39,0.204042911,4.0,10.25641026,weekly,NGA,191136.3,756.4715571,1.55,252.6681912,Rural settings,"Population <1,000,000",AFR,7/28/2014,8/31/2014,,admin2,12242,3.0,10.6932,13.60066
afr::nga::adamawa::mubinorth,1,Monday,7,2.884125434,469,2.78351004,0.0,0.0,weekly,NGA,168492.3,651.7797936,1.59,258.5110825,Rural settings,"Population <1,000,000",AFR,5/16/2011,7/3/2011,,admin2,12235,3.0,10.47112,13.31307
afr::nga::adamawa::mubinorth,5,Monday,28,2.884125434,2219,10.8732103,,,weekly,NGA,204079.6,651.7797936,2.72,313.1112716,Rural settings,"Population <1,000,000",AFR,5/14/2018,11/25/2018,,admin2,12235,3.0,10.47112,13.31307
afr::nga::adamawa::mubisouth,2,Monday,11,0.188260593,112,0.759014569,1.0,0.892857143,weekly,NGA,147559.8,209.1004915,2.2,705.6884417,Rural settings,"Population <1,000,000",AFR,4/25/2011,7/10/2011,,admin2,12236,7.0,10.09377,13.30302
afr::nga::adamawa::song,1,Monday,7,0.057953879,87,0.227104331,9.0,10.34482759,weekly,NGA,383083.8,5386.842112,1.84,71.11472585,Rural settings,"Population <1,000,000",AFR,1/11/2010,2/28/2010,,admin2,12230,4.0,10.04399,12.57394
afr::nga::bauchi::alkaleri,1,Monday,15,0.194688244,341,0.633516433,16.0,4.692082111,weekly,NGA,538265.4,8625.178236,2.55,62.40629298,Rural settings,"Population <1,000,000",AFR,8/9/2010,11/21/2010,,admin2,12297,5.0,10.63596,10.67144
afr::nga::bauchi::alkaleri,2,Monday,10,0.194688244,60,0.098129278,4.0,6.666666667,weekly,NGA,611438.3,8625.178236,1.77,70.88993216,Rural settings,"Population <1,000,000",AFR,6/30/2014,9/7/2014,,admin2,12297,3.0,10.63596,10.67144
afr::nga::bauchi::bauchi,1,Monday,23,9.569205659,7363,13.12713907,44.0,0.597582507,weekly,NGA,560899.1,3960.758694,1.4,141.6140551,Rural settings,"Population <1,000,000",AFR,7/5/2010,12/12/2010,,admin2,12293,11.0,10.47613,10.26488
afr::nga::bauchi::bauchi,3,Monday,20,9.569205659,13642,21.40978834,49.0,0.35918487,weekly,NGA,637185.2,3960.758694,1.41,160.8745317,Rural settings,"Population <1,000,000",AFR,2/3/2014,6/22/2014,,admin2,12293,8.0,10.47613,10.26488
afr::nga::bauchi::bauchi,4,Monday,18,9.569205659,4730,6.534589331,,,weekly,NGA,723840.4,3960.758694,2.18,182.7529663,Rural settings,"Population <1,000,000",AFR,3/26/2018,7/29/2018,,admin2,12293,7.0,10.47613,10.26488
afr::nga::bauchi::darazo,1,Monday,11,0.158653825,89,0.313491321,6.0,6.741573034,weekly,NGA,283899.4,2488.257866,2.2,114.0956506,Rural settings,"Population <1,000,000",AFR,8/30/2010,11/14/2010,,admin2,12284,3.0,11.37719,10.94595
afr::nga::bauchi::dass,2,Monday,21,0.986481769,92,0.791395775,0.0,0.0,weekly,NGA,116250.3,526.4851304,1.9,220.8045266,Rural settings,"Population <1,000,000",AFR,2/10/2014,7/6/2014,,admin2,12281,10.0,9.898536,9.390547
afr::nga::bauchi::ganjuwa,1,Monday,19,0.861956336,1230,3.887752217,25.0,2.032520325,weekly,NGA,316378.2,5284.101742,1.53,59.87360112,Rural settings,"Population <1,000,000",AFR,7/5/2010,11/14/2010,,admin2,12286,11.0,10.77381,10.5653
afr::nga::bauchi::itasgadau,1,Monday,10,0.044385725,51,0.196533094,0.0,0.0,weekly,NGA,259498.3,1539.658027,1.95,168.5428163,Rural settings,"Population <1,000,000",AFR,9/6/2010,11/14/2010,,admin2,12285,3.0,11.88171,10.44267
afr::nga::bauchi::jama'are,1,Monday,11,0.573689692,140,1.048878929,0.0,0.0,weekly,NGA,133475.8,547.3203999,1.81,243.8714143,Rural settings,"Population <1,000,000",AFR,8/30/2010,11/14/2010,,admin2,12283,7.0,11.76193,9.993771
afr::nga::bauchi::jama'are,2,Monday,13,0.573689692,182,1.200354995,0.0,0.0,weekly,NGA,151621.8,547.3203999,1.55,277.0256691,Rural settings,"Population <1,000,000",AFR,9/8/2014,12/7/2014,,admin2,12283,5.0,11.76193,9.993771
afr::nga::bauchi::kirfi,1,Monday,14,0.536948262,378,2.284743745,18.0,4.761904762,weekly,NGA,165445.3,2516.273655,1.7,65.75012208,Rural settings,"Population <1,000,000",AFR,7/26/2010,10/31/2010,,admin2,12289,7.0,10.42141,10.83471
afr::nga::bauchi::misau,1,Monday,17,0.088100058,155,0.331511668,4.0,2.580645161,weekly,NGA,467555.2,2196.346186,1.85,212.878645,Rural settings,"Population <1,000,000",AFR,8/16/2010,12/12/2010,,admin2,12298,5.0,11.47656,10.97184
afr::nga::bauchi::ningi,2,Monday,18,0.289076264,504,0.885816846,,,weekly,NGA,568966.4,5822.391936,1.93,97.72038816,Rural settings,"Population <1,000,000",AFR,8/9/2010,12/12/2010,,admin2,12299,8.0,11.308,9.388331
afr::nga::bauchi::ningi,3,Monday,7,0.289076264,33,0.051054434,0.0,0.0,weekly,NGA,646368.9,5822.391936,2.02,111.0143232,Rural settings,"Population <1,000,000",AFR,10/6/2014,11/23/2014,,admin2,12299,3.0,11.308,9.388331
afr::nga::bauchi::shira,1,Monday,13,0.309688988,227,0.73214197,16.0,7.04845815,weekly,NGA,310049.2,1370.573541,1.68,226.2185798,Rural settings,"Population <1,000,000",AFR,8/23/2010,11/21/2010,,admin2,15197,4.0,11.55178511500003,10.182092975000046
afr::nga::bauchi::shira,2,Monday,6,0.309688988,51,0.137435352,3.0,5.882352941,weekly,NGA,371083.6,1370.573541,1.76,270.7505937,Rural settings,"Population <1,000,000",AFR,9/21/2015,11/1/2015,,admin2,15197,3.0,11.55178511500003,10.182092975000046
afr::nga::bauchi::tafawabalewa,1,Monday,16,0.351574192,303,0.874319699,,,weekly,NGA,346555.2,2830.452343,1.83,122.4380975,Rural settings,"Population <1,000,000",AFR,8/2/2010,11/21/2010,,admin2,12294,6.0,10.23357,9.630166
afr::nga::bauchi::tafawabalewa,3,Monday,29,0.351574192,239,0.607106946,9.0,3.765690377,weekly,NGA,393670.3,2830.452343,1.25,139.0838821,Rural settings,"Population <1,000,000",AFR,3/10/2014,9/28/2014,,admin2,12294,3.0,10.23357,9.630166
afr::nga::bauchi::toro,2,Monday,13,0.29006704,204,0.518951756,9.0,4.411764706,weekly,NGA,393100.1,7082.523596,1.81,55.50282956,Rural settings,"Population <1,000,000",AFR,8/9/2010,11/7/2010,,admin2,12287,3.0,10.54223,9.606204
afr::nga::bauchi::toro,3,Monday,16,0.29006704,294,0.658372811,0.0,0.0,weekly,NGA,446555.5,7082.523596,2.09,63.05033707,Rural settings,"Population <1,000,000",AFR,4/7/2014,7/27/2014,,admin2,12287,7.0,10.54223,9.606204
afr::nga::benue::makurdi,1,Monday,12,0.470792934,797,2.103962857,58.0,7.277289837,weekly,NGA,378809.0,834.3124721,1.54,454.0373213,Rural settings,"Population <1,000,000",AFR,1/6/2014,3/30/2014,,admin2,12307,5.0,7.652319,8.674938
afr::nga::borno::bayo,1,Monday,13,0.658966099,242,2.679306183,16.0,6.611570248,weekly,NGA,90321.9,1061.573288,1.1,85.08305646,Rural settings,"Population <100,000",AFR,8/2/2010,10/31/2010,,admin2,12317,3.0,10.61689,11.89853
afr::nga::borno::biu,1,Monday,22,1.043479369,1247,3.06968439,23.0,1.844426624,weekly,NGA,406230.7,5108.043058,2.01,79.52765773,Rural settings,"Population <1,000,000",AFR,6/16/2014,11/16/2014,,admin2,12314,7.0,10.81394,12.55432
afr::nga::borno::damboa,1,Monday,15,0.143913518,147,0.364102779,0.0,0.0,weekly,NGA,403732.2,7853.261102,1.67,51.40949661,Rural settings,"Population <1,000,000",AFR,11/16/2015,2/28/2016,,admin2,12323,10.0,11.25871,12.70648
afr::nga::borno::jere,1,Monday,15,2.922452731,3478,11.53910914,,,weekly,NGA,301409.8,870.4366493,1.78,346.2742524,Rural settings,"Population <1,000,000",AFR,8/14/2017,11/26/2017,,admin2,12334,4.0,12.15808,13.21994
afr::nga::borno::kukawa,1,Monday,8,0.776107733,140,1.053719341,10.0,7.142857143,weekly,NGA,132862.7,2078.810583,1.67,63.91284569,Rural settings,"Population <1,000,000",AFR,2/8/2010,4/4/2010,,admin2,15223,3.0,12.71884,13.79507
afr::nga::borno::kwayakusar,2,Monday,17,1.466276466,213,2.882628673,13.0,6.103286385,weekly,NGA,73890.9,732.9837211,2.25,100.808378,Rural settings,"Population <100,000",AFR,7/21/2014,11/16/2014,,admin2,12325,5.0,10.55327,12.06039
afr::nga::borno::ngala,1,Monday,5,0.270435109,375,1.114493289,26.0,6.933333333,weekly,NGA,336475.8,2576.470149,1.45,130.5956524,Rural settings,"Population <1,000,000",AFR,9/6/2010,10/10/2010,,admin2,12324,3.0,12.36282,14.22026
afr::nga::gombe::akko,1,Monday,5,0.066076144,117,0.302915538,8.0,6.837606838,weekly,NGA,386246.3,2852.498012,2.15,135.4063345,Rural settings,"Population <1,000,000",AFR,8/9/2010,9/12/2010,,admin2,12426,3.0,10.31456,11.21215
afr::nga::gombe::kaltungo,1,Monday,22,0.101608141,92,0.412002454,8.0,8.695652174,weekly,NGA,223299.6,1153.14599,2.18,193.6438248,Rural settings,"Population <1,000,000",AFR,6/14/2010,11/14/2010,,admin2,12902,5.0,10.01886,11.5389
afr::nga::gombe::yamaltu/deba,1,Monday,22,0.37733162,388,1.333665317,20.0,5.154639175,weekly,NGA,290927.6,2160.470727,1.37,134.6593575,Rural settings,"Population <1,000,000",AFR,7/5/2010,12/5/2010,,admin2,12425,3.0,10.59655,11.59018
afr::nga::gombe::yamaltu/deba,2,Monday,22,0.37733162,58,0.193104806,0.0,0.0,weekly,NGA,300355.0,2160.470727,2.17,139.0229436,Rural settings,"Population <1,000,000",AFR,7/18/2011,12/18/2011,,admin2,12425,3.0,10.59655,11.59018
afr::nga::jigawa::birninkudu,1,Monday,15,0.339034043,598,0.963034299,11.0,1.839464883,weekly,NGA,620954.0,2829.284862,1.64,219.4738354,Rural settings,"Population <1,000,000",AFR,7/25/2011,11/6/2011,,admin2,12084,9.0,11.70378,9.805091
afr::nga::kaduna,3,Monday,28,0.080760778,1433,0.18532741,48.0,3.34961619,weekly,NGA,7732261.5,44315.00744,1.74,174.4840393,Rural settings,"Population >1,000,000",AFR,1/20/2014,8/3/2014,,admin1,7863,17.0,11.47956,8.141227
afr::nga::kaduna::chikun,1,Monday,29,0.251633066,235,0.544362307,0.0,0.0,weekly,NGA,431697.8,4859.501964,2.07,88.83581141,Rural settings,"Population <1,000,000",AFR,2/28/2011,9/18/2011,,admin2,15196,3.0,10.064916610717717,6.918004035949707
afr::nga::kaduna::igabi,2,Monday,45,0.667498072,681,1.360282983,8.0,1.174743025,weekly,NGA,500631.1,3494.234799,1.47,143.2734572,Rural settings,"Population <1,000,000",AFR,2/28/2011,1/8/2012,,admin2,12099,4.0,11.00079,7.622445
afr::nga::kaduna::igabi,3,Monday,6,0.667498072,69,0.126208584,0.0,0.0,weekly,NGA,546714.0,3494.234799,1.47,156.4617238,Rural settings,"Population <1,000,000",AFR,9/1/2014,10/12/2014,,admin2,12099,3.0,11.00079,7.622445
afr::nga::kaduna::makarfi,1,Monday,10,0.525616407,77,0.415189184,1.0,1.298701299,weekly,NGA,185457.6,516.8423169,2.32,358.8282034,Rural settings,"Population <1,000,000",AFR,4/21/2014,6/29/2014,,admin2,15200,3.0,11.362995147705192,7.8497262001038735
afr::nga::kaduna::makarfi,2,Monday,12,0.525616407,40,0.215682693,0.0,0.0,weekly,NGA,185457.6,516.8423169,1.75,358.8282034,Rural settings,"Population <1,000,000",AFR,10/6/2014,12/28/2014,,admin2,15200,3.0,11.362995147705192,7.8497262001038735
afr::nga::kaduna::soba,2,Monday,26,0.244893346,368,0.999311107,2.0,0.543478261,weekly,NGA,368253.7,2151.250941,1.62,171.1811918,Rural settings,"Population <1,000,000",AFR,3/3/2014,8/31/2014,,admin2,12092,12.0,11.10534,8.175601
afr::nga::kano::bichi,1,Monday,8,0.228649891,56,0.160807873,1.0,1.785714286,weekly,NGA,348241.7,607.6971601,2.2,573.0513862,Rural settings,"Population <1,000,000",AFR,11/11/2013,1/5/2014,,admin2,12122,5.0,12.33897,8.412881
afr::nga::kano::bichi,2,Monday,5,0.228649891,30,0.075775982,0.0,0.0,weekly,NGA,395903.8,607.6971601,1.72,651.4820638,Rural settings,"Population <1,000,000",AFR,7/10/2017,8/13/2017,,admin2,12122,3.0,12.33897,8.412881
afr::nga::kano::dawakinkudu,1,Monday,48,0.483680779,640,2.171008241,24.0,3.75,weekly,NGA,294793.9,384.4703711,1.92,766.7532329,Rural settings,"Population <1,000,000",AFR,11/25/2013,10/26/2014,,admin2,12912,46.0,11.79796,8.832627
afr::nga::kano::doguwa,1,Monday,10,0.385347589,40,0.205415853,3.0,7.5,weekly,NGA,194726.9,1440.216733,1.94,135.2066641,Rural settings,"Population <1,000,000",AFR,8/4/2014,10/12/2014,,admin2,12466,3.0,10.96269,8.731818
afr::nga::kano::gaya,1,Monday,5,0.710566599,34,0.163486789,2.0,5.882352941,weekly,NGA,207967.9,567.8278221,2.17,366.2516909,Rural settings,"Population <1,000,000",AFR,11/25/2013,12/29/2013,,admin2,12910,3.0,11.89229,9.234157
afr::nga::kano::gezawa,1,Monday,14,0.273117924,112,0.316657986,4.0,3.571428571,weekly,NGA,353693.9,363.4939103,1.85,973.03941,Rural settings,"Population <1,000,000",AFR,11/25/2013,3/2/2014,,admin2,12105,3.0,11.96669,8.812866
afr::nga::kano::kiru,1,Monday,8,0.131566684,74,0.214419358,1.0,1.351351351,weekly,NGA,345118.1,827.7991212,1.63,416.910445,Rural settings,"Population <1,000,000",AFR,7/7/2014,8/31/2014,,admin2,12464,3.0,11.77577,8.247017
afr::nga::kano::kunchi,1,Monday,5,0.615149292,303,2.4120363,0.0,0.0,weekly,NGA,125620.0,703.9485442,2.19,178.4505431,Rural settings,"Population <1,000,000",AFR,8/30/2010,10/3/2010,,admin2,12458,3.0,12.5696,8.282835
afr::nga::kano::kunchi,2,Monday,7,0.615149292,44,0.307991516,1.0,2.272727273,weekly,NGA,142861.1,703.9485442,1.99,202.9425321,Rural settings,"Population <1,000,000",AFR,7/28/2014,9/14/2014,,admin2,12458,3.0,12.5696,8.282835
afr::nga::kano::madobi,1,Monday,5,0.322590492,40,0.22460664,2.0,5.0,weekly,NGA,178089.1,266.8631094,2.03,667.3425203,Rural settings,"Population <1,000,000",AFR,8/25/2014,9/28/2014,,admin2,12459,3.0,11.85905,8.536014
afr::nga::kano::rano,1,Monday,7,0.291090723,252,1.142744585,3.0,1.19047619,weekly,NGA,220521.7,517.3866033,1.51,426.2222844,Rural settings,"Population <1,000,000",AFR,7/21/2014,9/7/2014,,admin2,15218,3.0,11.345740412000055,8.617394563000062
afr::nga::kano::rano,2,Monday,6,0.291090723,34,0.149446824,0.0,0.0,weekly,NGA,227505.7,517.3866033,1.66,439.7208945,Rural settings,"Population <1,000,000",AFR,7/20/2015,8/30/2015,,admin2,15218,3.0,11.345740412000055,8.617394563000062
afr::nga::kano::rogo,1,Monday,22,0.273607875,259,0.880860344,1.0,0.386100386,weekly,NGA,294030.7,811.3327112,1.68,362.4045918,Rural settings,"Population <1,000,000",AFR,5/19/2014,10/19/2014,,admin2,12467,4.0,11.63171,7.97198
afr::nga::kano::tofa,1,Monday,9,0.616867181,110,0.835874102,0.0,0.0,weekly,NGA,131598.8,202.9048613,1.69,648.5739137,Rural settings,"Population <1,000,000",AFR,6/15/2015,8/16/2015,,admin2,12462,5.0,11.97645,8.408628
afr::nga::kano::tudunwada,1,Monday,9,0.175079383,149,0.303844409,2.0,1.342281879,weekly,NGA,490382.6,2568.24486,2.12,190.9407501,Rural settings,"Population <1,000,000",AFR,7/7/2014,9/7/2014,,admin2,12463,3.0,11.32742,8.745581
afr::nga::kano::wudil,4,Monday,47,0.384653222,743,1.693516892,16.0,2.153432032,weekly,NGA,438732.0,791.1042136,1.23,554.5818016,Rural settings,"Population <1,000,000",AFR,11/11/2013,10/5/2014,,admin2,12112,38.0,11.88189,8.892724
afr::nga::katsina::bindawa,1,Monday,9,0.356239459,133,0.784538761,9.0,6.766917293,weekly,NGA,169526.4,392.0451766,1.51,432.4154718,Rural settings,"Population <1,000,000",AFR,9/6/2010,11/7/2010,,admin2,12130,3.0,12.72239,7.965448
afr::nga::katsina::ingawa,1,Monday,10,0.251559543,127,0.668309979,6.0,4.724409449,weekly,NGA,190031.6,762.7603232,2.39,249.1367134,Rural settings,"Population <1,000,000",AFR,8/30/2010,11/7/2010,,admin2,12125,4.0,12.80301,8.089273
afr::nga::katsina::kaita,1,Monday,5,0.169562892,157,0.766759335,1.0,0.636942675,weekly,NGA,204757.9,968.2657982,2.73,211.4686901,Rural settings,"Population <1,000,000",AFR,8/30/2010,10/3/2010,,admin2,12124,3.0,13.33249,7.874546
afr::nga::katsina::musawa,1,Monday,9,0.419011356,285,1.625139627,10.0,3.50877193,weekly,NGA,175369.5,787.8122154,2.95,222.6031744,Rural settings,"Population <1,000,000",AFR,8/30/2010,10/31/2010,,admin2,12915,4.0,12.24537,7.868158
afr::nga::katsina::rimi,1,Monday,12,0.300021958,228,1.238769197,16.0,7.01754386,weekly,NGA,184053.7,484.948199,1.7,379.5327014,Rural settings,"Population <1,000,000",AFR,8/30/2010,11/21/2010,,admin2,12501,3.0,13.08038,7.834626
afr::nga::katsina::zango,1,Monday,10,0.207036626,93,0.530522042,0.0,0.0,weekly,NGA,175299.0,645.5835045,1.67,271.5357483,Rural settings,"Population <1,000,000",AFR,9/6/2010,11/14/2010,,admin2,15232,6.0,12.807139396667537,8.555711746215934
afr::nga::kebbi::shanga,1,Monday,5,0.315422644,65,0.439706745,9.0,13.84615385,weekly,NGA,147825.8,1496.39193,1.74,98.78815639,Rural settings,"Population <1,000,000",AFR,8/29/2011,10/2/2011,,admin2,12512,3.0,11.2365,4.799713
afr::nga::kebbi::shanga,2,Monday,12,0.315422644,167,0.942181791,9.0,5.389221557,weekly,NGA,177248.2,1496.39193,1.63,118.4503849,Rural settings,"Population <1,000,000",AFR,8/14/2017,11/5/2017,,admin2,12512,10.0,11.2365,4.799713
afr::nga::kwara::asa,1,Monday,7,0.02183415,18,0.105022261,0.0,0.0,weekly,NGA,171392.2,1563.700577,1.87,109.6067895,Rural settings,"Population <1,000,000",AFR,5/22/2017,7/9/2017,,admin2,12140,3.0,8.551085,4.516224
afr::nga::kwara::ilorineast,1,Monday,14,0.437357553,477,1.678703756,0.0,0.0,weekly,NGA,284147.8,432.6805085,1.61,656.7150459,Rural settings,"Population <1,000,000",AFR,5/8/2017,8/13/2017,,admin2,12532,4.0,8.503585,4.697968
afr::nga::kwara::moro,1,Monday,8,0.073067978,44,0.296026621,1.0,2.272727273,weekly,NGA,148635.3,3170.576097,2.22,46.87958764,Rural settings,"Population <1,000,000",AFR,5/15/2017,7/9/2017,,admin2,12142,4.0,9.058435,4.896599
afr::nga::nasarawa::keffi,1,Monday,6,0.193407154,44,0.368762974,0.0,0.0,weekly,NGA,119317.8,157.5400176,1.67,757.380898,Rural settings,"Population <1,000,000",AFR,8/3/2015,9/13/2015,,admin2,15231,3.0,8.893913269042969,7.797129154205322
afr::nga::nasarawa::obi,1,Monday,7,0.375706595,83,0.432239923,0.0,0.0,weekly,NGA,192023.0,988.0203012,1.64,194.3512697,Rural settings,"Population <1,000,000",AFR,7/27/2015,9/13/2015,,admin2,12563,3.0,8.392775,8.48244
afr::nga::nasarawa::toto,1,Monday,7,0.472843843,137,0.842059731,,,weekly,NGA,162696.3,2726.302266,1.45,59.67654505,Rural settings,"Population <1,000,000",AFR,11/27/2017,1/14/2018,,admin2,12562,3.0,8.03143,7.388834
afr::nga::niger::agaie,1,Monday,6,0.056135506,23,0.147863597,0.0,0.0,weekly,NGA,155548.8,1861.205255,2.05,83.57423212,Rural settings,"Population <1,000,000",AFR,8/15/2011,9/25/2011,,admin2,12155,4.0,9.239282,6.474857
afr::nga::niger::kontagora,1,Monday,16,1.068738409,918,5.129809447,32.0,3.48583878,weekly,NGA,178954.0,2013.433812,2.26,88.88000139,Rural settings,"Population <1,000,000",AFR,7/4/2011,10/23/2011,,admin2,15183,8.0,10.22912883758545,5.703884124755973
afr::nga::niger::magama,1,Monday,11,0.266542431,220,1.02939854,10.0,4.545454545,weekly,NGA,213717.0,3749.743171,3.0,56.99510347,Rural settings,"Population <1,000,000",AFR,8/8/2011,10/23/2011,,admin2,12154,3.0,10.67995,5.356369
afr::nga::niger::mashegu,1,Monday,10,0.077147646,85,0.335432541,6.0,7.058823529,weekly,NGA,253404.2,9077.744858,1.88,27.91488458,Rural settings,"Population <1,000,000",AFR,7/18/2011,9/25/2011,,admin2,12570,7.0,10.22913,5.703885
afr::nga::oyo::irepo,1,Monday,20,0.457012624,298,2.18357585,7.0,2.348993289,weekly,NGA,136473.4,978.7267404,2.3,139.4397377,Rural settings,"Population <1,000,000",AFR,6/27/2011,11/13/2011,,admin2,15226,7.0,8.970032953000043,4.21046018800007
afr::nga::sokoto::goronyo,1,Monday,12,0.280494669,282,1.334553716,9.0,3.191489362,weekly,NGA,211306.6,1645.409589,1.41,128.4218844,Rural settings,"Population <1,000,000",AFR,8/15/2011,11/6/2011,,admin2,12692,3.0,13.59244,5.931311
afr::nga::sokoto::gwadabawa,1,Monday,13,0.718980373,618,2.300566929,22.0,3.55987055,weekly,NGA,268629.4,1005.924985,1.87,267.0471496,Rural settings,"Population <1,000,000",AFR,8/8/2011,11/6/2011,,admin2,12690,4.0,13.57003,5.584135
afr::nga::sokoto::rabah,1,Monday,5,0.205413362,158,0.912924252,4.0,2.53164557,weekly,NGA,173070.2,2644.875428,1.62,65.43604972,Rural settings,"Population <1,000,000",AFR,8/8/2011,9/11/2011,,admin2,12707,3.0,13.25471,5.737194
